ID Código Material Técnica Sexo Dibujado Artefacto_(s) Cantidad Dibujado_(s) Sexo_2 Elementos_adicionales_1 2 3 4 5 6 Tocado Elementos_de_la_cara_1 Elementos_de_la_cara_2 Elementos_de_las_orejas_1 Elementos_de_las_orejas_2 Elementos_de_cuello_y_pecho_1 Elementos_de_cuello_y_pecho_2 Elementos_de_cuello_y_pecho_3 Cinturones
287 VMO_LGYEO_0023 oro con_nucleo femenino si si 4 si femenino_herradura_hacia_abajo un_palito N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A argollas N/A N/A tres_hilos
288 VMO_LGYEO_0024 tumbaga figurilla indeterminado si si 0 no indeterminado N/A N/A N/A N/A N/A N/A no_tiene N/A N/A N/A N/A N/A N/A N/A N/A
289 VMO_LGYEO_0025 cobre plana indeterminado si si 5 si indeterminado cabeza N/A N/A N/A N/A N/A cilíndrico come_hamburguesas N/A N/A N/A collar_largo N/A N/A un_hilo
290 VMO_LGYEO_0026 oro figurilla indeterminado si si 4 si indeterminado recipiente bastones_diversos N/A N/A N/A N/A rectangular_tiras N/A N/A topos N/A N/A N/A N/A N/A
291 VMO_LGYEO_0027 oro figurilla femenino si si 3 si femenino_herradura_hacia_abajo esmeralda N/A N/A N/A N/A N/A irregular N/A N/A N/A N/A N/A N/A N/A un_hilo
292 VMO_LGYEO_0028 oro plana masculino si si 4 si masculino_con_gonadas_hacia_abajo pájaros poporo N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
293 VMO_LGYEO_0029 oro plana masculino si si 3 si masculino_sin_gonadas_hacia_abajo un_palito N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
294 VMO_LGYEO_0030 oro plana masculino si si 3 si masculino_con_gonadas_hacia_arriba poporo N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
295 VMO_CYS_0031 oro canasto canastos si si 1 si canastos N/A N/A N/A N/A N/A N/A no_tiene N/A N/A colgantes_sin_forma N/A N/A N/A N/A N/A
296 VMO_CYS_0032 oro canasto canastos si si 2 si canastos argollas_en_brazos N/A N/A N/A N/A N/A colmena N/A N/A N/A N/A N/A N/A N/A N/A
297 VMO_CYS_0033 oro plana masculino si si 15 si masculino_sin_gonadas_hacia_arriba dos_palitos bastones_diversos cabeza cabeza pájaros ni_idea con_adornos canutos_en_boca canutos_en_boca colgantes_sin_forma colgantes_sin_forma hilo_con_palos_atravesados hilo_con_palos_atravesados doble_canana un_hilo
298 VMO_CYS_0034 oro plana indeterminado si si 5 si indeterminado cabeza N/A N/A N/A N/A N/A con_adornos N/A N/A colgantes_A N/A con_dije N/A N/A un_hilo
299 VMO_CYS_0035 oro plana masculino si si 5 si masculino_con_gonadas_hacia_arriba pájaros macana N/A N/A N/A N/A con_adornos N/A N/A N/A N/A hilo_con_palos_atravesados N/A N/A hojas
300 VMO_CYS_0036 oro semi_plana indeterminado si si 5 si indeterminado pájaros N/A N/A N/A N/A N/A colmena canutos_en_boca N/A indeterminados N/A N/A N/A N/A un_hilo
301 VMO_CYS_0037 oro plana femenino si si 5 si femenino_herradura_hacia_abajo pájaros N/A N/A N/A N/A N/A con_adornos N/A N/A argollas_simples N/A inidentificable N/A N/A dos_hilos
302 VMO_CYS_0038 oro figurilla indeterminado si si 3 si indeterminado propulsor N/A N/A N/A N/A N/A indeterminado N/A N/A N/A N/A argollas N/A N/A N/A
303 VMO_CYS_0039 oro plana masculino si si 3 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A con_adornos nariguera_calada N/A N/A N/A N/A N/A N/A cuerdas
304 VMO_CYS_0040 oro semi_plana indeterminado si si 3 si indeterminado propulsor N/A N/A N/A N/A N/A con_adornos N/A N/A N/A N/A N/A N/A N/A un_hilo
305 VMO_CYS_0041 tumbaga plana indeterminado si si 5 si indeterminado bastones_diversos N/A N/A N/A N/A N/A con_adornos nariguera_calada N/A colgantes_A N/A N/A N/A N/A dos_hilos
306 VMO_CYS_0042 oro plana masculino si si 4 si masculino_con_gonadas_hacia_arriba propulsor mochila N/A N/A N/A N/A no_tiene N/A N/A N/A N/A collar_largo N/A N/A un_hilo
307 VMO_CYS_0043 tumbaga plana masculino si si 7 si masculino_con_gonadas_hacia_arriba propulsor macana recipiente N/A N/A N/A semi_ovalo N/A N/A N/A N/A argollas doble_canana N/A un_hilo
308 VMO_CYS_0044 tumbaga plana masculino si si 4 si masculino_con_gonadas_hacia_arriba propulsor cabeza N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A un_hilo
309 VMO_CYS_0045 oro plana indeterminado si si 7 si indeterminado poporo macana bastones_diversos mochila N/A N/A colmena N/A N/A N/A N/A hilo_con_palos_atravesados N/A N/A cuerdas
310 VMO_CYS_0046 tumbaga plana masculino si si 7 si masculino_con_gonadas_hacia_arriba recipiente poporo varios_palitos N/A N/A N/A rectangular indeterminado N/A N/A N/A inidentificable N/A N/A dos_hilos
311 VMO_CYS_0047 tumbaga plana indeterminado si si 6 si indeterminado pájaros mochila poporo N/A N/A N/A rectangular_tiras N/A N/A N/A N/A argollas N/A N/A indeterminado
312 VMO_LO_0048 oro plana masculino si si 3 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A con_adornos nariguera_calada N/A N/A N/A N/A N/A N/A un_hilo
313 VMO_LO_0049 oro canasto no_tiene si si 1 si no_tiene N/A N/A N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A N/A N/A N/A N/A
314 VMO_LO_0050 oro canasto masculino si si 3 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A rectangular N/A N/A N/A N/A collar_de_1_o_2_vueltas N/A N/A un_hilo
315 VMO_LO_0051 tumbaga figurilla indeterminado si si 3 si indeterminado argollas_en_brazos N/A N/A N/A N/A N/A alas N/A N/A N/A N/A N/A N/A N/A un_hilo
316 VMO_LO_0052 oro canasto no_tiene si si 1 si no_tiene N/A N/A N/A N/A N/A N/A alas N/A N/A N/A N/A N/A N/A N/A N/A
317 VMO_LO_0053 oro canasto canastos si si 1 si canastos N/A N/A N/A N/A N/A N/A cilíndrico N/A N/A N/A N/A N/A N/A N/A N/A
318 VMO_LO_0054 oro canasto no_tiene si si 2 si no_tiene N/A N/A N/A N/A N/A N/A púas nariguera_argolla_simple N/A N/A N/A N/A N/A N/A N/A
319 VMO_LO_0055 tumbaga canasto canastos si si 2 si canastos N/A N/A N/A N/A N/A N/A púas nariguera_argolla_simple N/A N/A N/A N/A N/A N/A N/A
320 VMO_LO_0056 oro canasto canastos si si 1 si canastos N/A N/A N/A N/A N/A N/A semi_ovalo N/A N/A N/A N/A N/A N/A N/A N/A
321 VMO_LO_0057 tumbaga plana masculino si si 4 si masculino_con_gonadas_hacia_arriba N/A N/A N/A N/A N/A N/A cilíndrico nariguera_calada N/A N/A N/A collar_largo N/A N/A un_hilo
322 VMO_LO_0058 oro plana masculino si si 4 si masculino_sin_gonadas_hacia_abajo macana dos_palitos N/A N/A N/A N/A rectangular N/A N/A N/A N/A N/A N/A N/A un_hilo

